,Overall Qual,MS SubClass,Full Bath,Half Bath,Fireplaces,Gr Liv Area,Year Built,Year Remod/Add,Garage Area,TotRms AbvGrd,Open Porch SF,Wood Deck SF,Lot Area,MS Zoning,Lot Config,Condition 1,Bldg Type,House Style,Roof Style,Exterior 2nd,Exter Qual,Foundation,Heating QC,Sale Type,Kitchen Qual,Neighborhood,Lot Shape,SalePrice,Area_x_Rooms
1120,5,30,1,0,0,1422,1926,1950,352.0,6,0,0,7223,RL,Inside,Norm,1Fam,1Story,Hip,Plywood,TA,PConc,TA,WD ,TA,Crawfor,Reg,136500,8532
25,6,20,2,0,1,1453,1961,1961,530.0,6,49,0,10573,RL,Corner,Norm,1Fam,1Story,Hip,MetalSd,TA,CBlock,Ex,WD ,TA,NAmes,IR1,187500,8718
3,5,60,2,1,0,1444,2006,2007,400.0,7,0,100,9802,RL,Inside,Norm,1Fam,2Story,Gable,VinylSd,TA,PConc,Gd,WD ,TA,Timber,Reg,174000,10108
1959,6,80,1,0,1,1576,1961,1961,368.0,7,0,85,11475,RL,Corner,Norm,1Fam,SLvl,Hip,HdBoard,TA,CBlock,Ex,WD ,Gd,NAmes,Reg,174500,11032
302,7,70,1,1,1,1564,1941,1950,234.0,7,0,0,12000,RL,Inside,Norm,1Fam,2Story,Gable,MetalSd,TA,CBlock,Ex,WD ,Fa,Crawfor,Reg,174500,10948
68,9,20,2,1,1,1802,2006,2006,843.0,7,105,158,13615,RL,Corner,Norm,1Fam,1Story,Hip,MetalSd,Ex,PConc,Ex,WD ,Ex,NridgHt,IR1,372000,12614
582,7,120,2,0,1,1358,2007,2008,484.0,6,26,192,10307,RL,Inside,Norm,TwnhsE,1Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,NridgHt,IR1,212500,8148
1623,6,20,2,0,0,1293,1954,1954,452.0,5,0,280,11027,RL,Inside,Norm,1Fam,1Story,Hip,Wd Sdng,TA,CBlock,Gd,WD ,TA,NAmes,IR1,149900,6465
1694,5,50,1,0,0,1316,1926,1950,576.0,7,0,0,8550,RL,Inside,RRAn,1Fam,1.5Fin,Gable,HdBoard,TA,PConc,TA,ConLw,TA,BrkSide,Reg,90000,9212
288,7,60,2,1,0,1686,2005,2005,462.0,8,101,144,7800,RL,Inside,Norm,1Fam,2Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,SawyerW,Reg,184000,13488
542,5,190,2,0,0,1355,1940,1999,0.0,6,0,140,10106,RL,Inside,Norm,2fmCon,1.5Fin,Gable,Wd Sdng,TA,BrkTil,Gd,WD ,TA,Edwards,Reg,127500,8130
527,4,70,1,0,0,1363,1910,1950,528.0,6,0,0,7740,RM,Inside,Norm,1Fam,2Story,Gable,VinylSd,TA,CBlock,Gd,WD ,TA,OldTown,Reg,125500,8178
2046,8,20,2,0,1,1728,2007,2007,520.0,7,276,0,11449,RL,Inside,Norm,1Fam,1Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,Timber,IR1,298751,12096
1185,6,20,2,0,0,1294,1991,1991,496.0,6,51,112,7153,RL,Inside,Norm,1Fam,1Story,Gable,HdBoard,TA,CBlock,Gd,WD ,Gd,SawyerW,Reg,179200,7764
403,6,160,2,1,0,1573,2000,2000,440.0,5,32,0,2117,FV,Inside,Norm,Twnhs,2Story,Gable,MetalSd,Gd,PConc,Ex,WD ,Gd,Somerst,Reg,177500,7865
1796,9,60,3,1,1,2822,2008,2009,1020.0,12,170,52,13891,RL,Inside,Norm,1Fam,2Story,Hip,VinylSd,Ex,PConc,Ex,New,Ex,NridgHt,Reg,582933,33864
1570,5,20,1,1,0,1026,1977,2004,308.0,5,85,316,15240,RL,FR2,Norm,1Fam,1Story,Gable,CmentBd,Gd,CBlock,Ex,WD ,TA,CollgCr,IR1,150000,5130
1012,5,20,1,0,0,922,1957,1957,308.0,5,34,0,9770,RL,Inside,Norm,1Fam,1Story,Gable,Wd Sdng,TA,CBlock,TA,WD ,TA,NAmes,Reg,116000,4610
1786,7,60,2,1,0,1823,2000,2001,626.0,6,36,192,12192,RL,Inside,Norm,1Fam,2Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,CollgCr,IR1,235000,10938
1035,10,75,2,1,2,3608,1892,1993,840.0,12,260,0,22950,RM,Inside,Artery,1Fam,2.5Fin,Gable,Wd Sdng,Gd,BrkTil,Ex,WD ,Ex,OldTown,IR2,475000,43296
1469,6,120,1,0,0,848,2003,2003,420.0,4,0,140,4435,RM,Inside,Norm,TwnhsE,1Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,CollgCr,Reg,143750,3392
1791,7,90,2,1,2,2480,1940,1950,400.0,13,0,0,8145,RL,Corner,Norm,Duplex,2.5Unf,Gable,Wd Sdng,TA,BrkTil,Ex,WD ,TA,Crawfor,IR1,205000,32240
1184,6,20,2,0,1,1314,2006,2006,440.0,6,22,0,9317,RL,Inside,Norm,1Fam,1Story,Gable,VinylSd,Gd,PConc,Gd,WD ,Gd,CollgCr,IR1,176432,7884
258,3,190,2,0,0,1699,1900,1970,420.0,7,74,0,10615,RL,Corner,Artery,2fmCon,2Story,Gable,HdBoard,TA,CBlock,TA,WD ,TA,OldTown,IR1,95000,11893
934,10,20,2,0,1,2042,2006,2007,724.0,8,52,240,13870,RL,Inside,PosA,1Fam,1Story,Hip,CmentBd,Ex,PConc,Ex,New,Ex,StoneBr,IR1,455000,16336
578,8,120,2,0,0,1652,2000,2000,499.0,6,48,96,5330,RL,Inside,Norm,TwnhsE,1Story,Gable,CmentBd,Gd,PConc,Ex,WD ,Ex,StoneBr,Reg,251000,9912
1486,4,50,1,0,0,1154,1922,2007,240.0,7,96,0,5436,RM,Inside,Norm,1Fam,1.5Fin,Gable,VinylSd,TA,BrkTil,Gd,WD ,Gd,IDOTRR,Reg,125500,8078
1806,7,20,2,0,0,1588,1999,1999,472.0,6,29,158,10264,RL,Inside,Norm,1Fam,1Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,CollgCr,IR1,214000,9528
1745,7,60,2,1,1,2256,2000,2000,554.0,8,54,224,8795,RL,Inside,Norm,1Fam,2Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,Gilbert,IR1,236000,18048
773,5,190,2,0,0,2350,1920,1960,393.0,10,0,0,9600,RM,Inside,Norm,2fmCon,2Story,Gable,AsbShng,TA,BrkTil,TA,WD ,TA,OldTown,Reg,130000,23500
837,8,120,2,0,0,1734,1995,1996,528.0,6,50,52,8013,RL,Corner,Norm,TwnhsE,1Story,Gable,CmentBd,Gd,PConc,Ex,WD ,Gd,StoneBr,IR1,239500,10404
1752,5,45,1,0,0,884,1939,1950,240.0,5,0,0,6120,RM,Inside,Norm,1Fam,1.5Unf,Gable,AsbShng,Gd,BrkTil,Ex,WD ,TA,BrkSide,Reg,113000,4420
356,3,50,1,0,0,1526,1915,1982,0.0,6,0,0,8470,C (all),Corner,Feedr,1Fam,1.5Fin,Hip,Plywood,Fa,CBlock,TA,ConLD,Fa,IDOTRR,IR1,85000,9156
657,6,80,1,0,1,1118,1977,1977,358.0,6,0,203,9880,RL,Inside,Norm,1Fam,SLvl,Gable,Plywood,TA,CBlock,TA,WD ,TA,Mitchel,Reg,171000,6708
1759,7,70,2,0,2,2340,1941,2006,252.0,9,60,0,9042,RL,Inside,Norm,1Fam,2Story,Gable,CmentBd,Ex,Stone,Ex,WD ,Gd,Crawfor,Reg,266500,21060
2042,4,50,1,0,1,1414,1922,1950,0.0,8,0,0,8248,RL,Inside,Norm,1Fam,1.5Fin,Gable,Wd Sdng,TA,BrkTil,TA,COD,TA,Edwards,Reg,83000,11312
1119,7,120,2,0,0,1055,1978,1978,319.0,4,32,108,2304,RL,Inside,Norm,Twnhs,1Story,Gable,Brk Cmn,TA,CBlock,TA,WD ,TA,NPkVill,Reg,142500,4220
524,5,20,1,0,0,990,1994,1994,440.0,5,0,66,9757,RL,Inside,Norm,1Fam,1Story,Gable,VinylSd,TA,PConc,Ex,WD ,TA,CollgCr,Reg,143000,4950
1839,7,60,3,0,0,1761,2007,2007,578.0,7,105,144,10207,FV,Inside,Norm,1Fam,2Story,Gable,VinylSd,Gd,PConc,Ex,New,Gd,Somerst,Reg,227875,12327
1333,5,50,1,0,1,1728,1953,2004,371.0,7,0,200,12099,RL,Inside,Norm,1Fam,1.5Fin,Gable,MetalSd,TA,CBlock,Ex,WD ,TA,NAmes,IR1,156000,12096
1256,5,90,2,0,0,2240,1979,1979,528.0,12,0,154,7018,RL,Inside,Feedr,Duplex,2Story,Gable,Plywood,TA,Slab,TA,WD ,TA,SawyerW,Reg,142953,26880
455,6,50,2,0,1,1376,1937,1950,198.0,7,0,0,8600,RM,Inside,Norm,1Fam,1.5Fin,Gable,MetalSd,TA,BrkTil,TA,WD ,TA,IDOTRR,Reg,119500,9632
1081,10,60,2,1,1,2332,2007,2008,846.0,9,134,196,12474,RL,Inside,Norm,1Fam,2Story,Gable,VinylSd,Ex,PConc,Ex,New,Ex,NridgHt,Reg,426000,20988
111,5,20,1,0,1,1422,1960,1978,286.0,6,0,0,12342,RL,Inside,Norm,1Fam,1Story,Hip,Wd Sdng,TA,CBlock,TA,WD ,TA,NAmes,IR1,139900,8532
436,6,190,1,0,0,1340,1945,1950,440.0,6,0,0,6430,RH,Corner,Feedr,2fmCon,1.5Fin,Gable,Wd Sdng,TA,CBlock,TA,WD ,TA,SWISU,Reg,128000,8040
1433,7,75,2,1,2,3082,1920,1970,672.0,12,63,136,15863,RL,Corner,Norm,1Fam,2.5Fin,Gable,Plywood,TA,BrkTil,Ex,WD ,TA,SWISU,Reg,197000,36984
807,4,30,1,0,0,572,1925,1950,200.0,4,0,0,10200,C (all),Inside,Norm,1Fam,1Story,Gable,MetalSd,TA,BrkTil,Fa,WD ,TA,IDOTRR,Reg,75000,2288
483,8,20,2,0,1,1513,1999,2000,521.0,5,34,135,15750,RL,FR3,Feedr,1Fam,1Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,CollgCr,Reg,220000,7565
433,5,85,1,0,0,1033,1976,1976,504.0,6,0,224,12102,RL,Inside,Norm,1Fam,SFoyer,Gable,Plywood,TA,CBlock,Ex,WD ,TA,Edwards,Reg,165000,6198
708,4,30,1,0,0,672,1925,1950,0.0,4,0,0,8534,RM,Inside,Norm,1Fam,1Story,Gable,Wd Sdng,TA,BrkTil,TA,WD ,TA,IDOTRR,Reg,72000,2688
1583,8,60,2,1,1,2340,1996,1996,787.0,9,180,192,14311,RL,FR3,Norm,1Fam,2Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,NWAmes,IR1,306000,21060
1406,5,20,1,0,0,1036,1953,1953,312.0,5,24,120,7584,RL,Inside,Artery,1Fam,1Story,Hip,Wd Sdng,TA,CBlock,Ex,WD ,TA,NAmes,Reg,112900,5180
694,7,20,2,0,2,1824,1971,2002,739.0,5,48,380,115149,RL,CulDSac,Norm,1Fam,1Story,Gable,Plywood,TA,CBlock,TA,WD ,Gd,ClearCr,IR2,302000,9120
1982,4,180,1,0,0,630,1972,1972,0.0,3,0,88,1890,RM,Inside,Norm,Twnhs,SFoyer,Gable,CmentBd,TA,CBlock,Gd,WD ,TA,MeadowV,Reg,81000,1890
646,8,20,2,0,0,1512,2004,2004,845.0,6,36,210,10141,RL,Inside,Norm,1Fam,1Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,SawyerW,IR1,203000,9072
1690,8,60,2,1,1,1872,2001,2001,531.0,7,122,160,11885,RL,Inside,Norm,1Fam,2Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Ex,CollgCr,Reg,261500,13104
285,6,20,2,0,1,1522,1984,1984,552.0,7,77,0,11075,RL,Corner,Norm,1Fam,1Story,Hip,Wd Sdng,TA,PConc,Ex,WD ,TA,ClearCr,Reg,182000,10654
250,8,60,2,1,1,2501,1995,1995,751.0,9,87,192,11929,RL,CulDSac,Norm,1Fam,2Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,NoRidge,IR1,290000,22509
370,6,80,1,0,2,1246,1964,1964,441.0,6,69,0,12700,RL,Inside,Norm,1Fam,SLvl,Gable,HdBoard,TA,CBlock,TA,WD ,TA,NAmes,IR1,172000,7476
641,7,60,2,1,0,1861,2002,2002,492.0,8,91,146,13450,RL,Corner,Norm,1Fam,2Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,CollgCr,IR1,200000,14888
1810,6,60,2,1,0,1730,1992,1992,528.0,6,91,0,7703,RL,Inside,Norm,1Fam,2Story,Gable,HdBoard,Gd,PConc,Ex,WD ,Gd,SawyerW,Reg,171500,10380
1802,7,60,2,1,0,1812,2004,2004,478.0,8,91,146,10628,RL,Corner,Norm,1Fam,2Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,SawyerW,IR1,193000,14496
89,7,160,2,1,0,1200,2004,2004,480.0,4,172,0,3215,FV,Inside,Norm,TwnhsE,2Story,Gable,MetalSd,Gd,PConc,Ex,ConLD,Gd,Somerst,Reg,155000,4800
1397,6,60,2,1,1,2872,1977,1995,619.0,11,282,550,12227,RL,Corner,PosN,1Fam,2Story,Gable,HdBoard,TA,CBlock,TA,WD ,TA,NWAmes,IR1,272000,31592
1680,6,60,2,1,0,1640,2004,2004,520.0,6,45,138,8366,RL,Inside,Norm,1Fam,2Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,SawyerW,IR1,173000,9840
1673,8,120,2,0,0,1280,1992,1992,506.0,5,82,0,5005,RL,Inside,Norm,TwnhsE,1Story,Gable,HdBoard,Gd,PConc,Ex,WD ,Gd,StoneBr,IR1,191500,6400
570,6,85,2,0,1,1299,1979,1979,486.0,5,0,84,12150,RL,CulDSac,Norm,1Fam,SFoyer,Gable,Wd Shng,TA,CBlock,TA,WD ,Gd,Mitchel,IR1,183500,6495
199,10,20,2,0,1,2392,2003,2003,968.0,8,105,248,13472,RL,Inside,Norm,1Fam,1Story,Hip,VinylSd,Ex,PConc,Ex,WD ,Ex,NridgHt,Reg,386250,19136
1817,5,20,1,0,0,894,1960,1960,312.0,5,0,0,8680,RL,Inside,Norm,1Fam,1Story,Hip,CmentBd,TA,CBlock,TA,WD ,TA,NAmes,Reg,117600,4470
147,6,20,2,0,1,1422,1981,1981,576.0,7,0,276,12090,RL,Inside,Norm,1Fam,1Story,Gable,MetalSd,TA,CBlock,TA,WD ,Gd,NWAmes,IR1,175500,9954
1021,6,20,1,1,0,1516,1964,1964,472.0,6,0,0,10004,RL,Inside,Norm,1Fam,1Story,Gable,Plywood,TA,CBlock,TA,WD ,TA,NAmes,Reg,167000,9096
2001,7,60,2,1,1,2200,1993,1994,453.0,9,98,168,14171,RL,CulDSac,Norm,1Fam,2Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,SawyerW,IR2,225000,19800
1500,9,20,2,0,2,1746,2006,2007,758.0,7,39,201,14892,RL,CulDSac,Norm,1Fam,1Story,Gable,VinylSd,Ex,PConc,Ex,WD ,Ex,Gilbert,IR1,377500,12222
1074,4,90,2,0,0,1440,1955,1955,0.0,8,0,0,12108,RL,Inside,Norm,Duplex,1Story,Gable,VinylSd,TA,CBlock,TA,WD ,Fa,Edwards,Reg,118000,11520
594,8,20,2,0,0,1566,2008,2008,750.0,7,168,144,9000,FV,Inside,Norm,1Fam,1Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,Somerst,Reg,262500,10962
1111,6,60,2,1,1,1456,2005,2006,390.0,8,24,0,8461,RL,Inside,Norm,1Fam,2Story,Gable,VinylSd,Gd,PConc,Ex,New,Gd,CollgCr,Reg,163990,11648
1011,6,20,1,0,0,952,1968,1968,288.0,5,0,0,8300,RL,Inside,Norm,1Fam,1Story,Gable,Wd Sdng,TA,CBlock,Gd,WD ,TA,NAmes,IR1,128500,4760
430,7,160,2,1,0,1102,2004,2004,480.0,4,60,0,5105,FV,FR2,Norm,TwnhsE,2Story,Gable,MetalSd,Gd,PConc,Ex,WD ,Gd,Somerst,IR2,148800,4408
1446,6,20,1,0,0,1105,1957,1957,308.0,5,0,0,10454,RL,Corner,Norm,1Fam,1Story,Hip,Plywood,TA,CBlock,Gd,WD ,TA,NAmes,IR1,135000,5525
233,7,20,2,0,0,1240,1985,1985,528.0,6,0,232,10331,RL,CulDSac,Norm,1Fam,1Story,Gable,Plywood,TA,CBlock,Gd,WD ,Gd,Timber,Reg,174000,7440
754,5,20,1,0,0,1112,1951,1951,480.0,5,0,0,13070,RL,Corner,Norm,1Fam,1Story,Hip,MetalSd,TA,CBlock,TA,WD ,TA,NAmes,Reg,126000,5560
1545,5,90,2,2,0,1792,1974,1974,0.0,8,45,32,9000,RL,FR2,Norm,Duplex,2Story,Gable,VinylSd,TA,CBlock,TA,WD ,TA,NAmes,Reg,136000,14336
1230,7,60,2,1,1,1964,1976,1976,483.0,8,69,0,10480,RL,Inside,Norm,1Fam,2Story,Hip,Plywood,TA,CBlock,TA,WD ,TA,NWAmes,Reg,205000,15712
1273,5,20,1,1,0,1200,1965,1998,884.0,6,64,0,9230,RL,Corner,Feedr,1Fam,1Story,Hip,MetalSd,TA,CBlock,Gd,WD ,Gd,NAmes,Reg,146000,7200
1201,7,60,2,1,1,2646,1993,1993,656.0,9,60,340,9900,RL,Inside,Norm,1Fam,2Story,Gable,HdBoard,Gd,PConc,Ex,WD ,Gd,NoRidge,Reg,260000,23814
1702,6,60,2,1,0,1771,1997,1997,600.0,6,96,0,13142,RL,Corner,PosN,1Fam,2Story,Gable,VinylSd,TA,PConc,Ex,WD ,Gd,CollgCr,IR1,215700,10626
1767,5,20,1,0,0,1150,1955,1955,288.0,6,0,0,9600,RL,Inside,Norm,1Fam,1Story,Hip,HdBoard,TA,CBlock,Ex,WD ,TA,NAmes,Reg,144000,6900
1552,6,160,1,1,0,987,1973,1973,264.0,5,0,0,1680,RM,Inside,Norm,Twnhs,2Story,Gable,HdBoard,TA,CBlock,TA,WD ,TA,BrDale,Reg,111000,4935
1654,5,20,1,0,0,892,1966,2008,416.0,5,0,0,7800,RL,Inside,Norm,1Fam,1Story,Hip,HdBoard,TA,CBlock,Ex,WD ,Gd,Sawyer,Reg,137900,4460
522,7,60,2,1,1,2000,1993,1994,650.0,9,48,190,9627,RL,Inside,Norm,1Fam,2Story,Gable,HdBoard,TA,PConc,Ex,WD ,TA,Mitchel,Reg,188000,18000
33,6,20,1,0,0,948,1952,1952,410.0,5,48,0,10950,RL,Inside,Norm,1Fam,1Story,Hip,Wd Sdng,TA,CBlock,TA,WD ,TA,NAmes,Reg,125000,4740
894,5,45,1,0,0,908,1940,1996,512.0,4,24,284,12172,RL,Inside,Norm,1Fam,1.5Unf,Gable,HdBoard,TA,PConc,TA,WD ,TA,NAmes,Reg,138500,3632
42,5,85,1,0,1,1110,1978,1978,602.0,4,30,303,9101,RL,Corner,Norm,1Fam,SFoyer,Gable,Plywood,TA,PConc,Ex,WD ,Gd,Mitchel,IR1,165500,4440
574,5,60,2,1,1,1629,1997,1998,482.0,6,34,212,13830,RL,Inside,Norm,1Fam,2Story,Gable,VinylSd,TA,PConc,Gd,WD ,TA,Gilbert,IR1,189900,9774
72,6,20,1,0,1,1194,1959,1959,539.0,6,0,0,8910,RL,Corner,Norm,1Fam,1Story,Hip,BrkFace,TA,CBlock,Ex,WD ,TA,NAmes,Reg,159500,7164
120,5,30,1,0,1,996,1940,1969,0.0,6,0,144,13907,RL,Inside,Norm,1Fam,1Story,Gable,Wd Shng,TA,CBlock,Ex,WD ,TA,Edwards,Reg,108000,5976
259,6,50,1,1,0,1416,1948,1950,312.0,6,0,221,6000,RM,Inside,Norm,1Fam,1.5Fin,Gable,Wd Sdng,TA,CBlock,TA,WD ,TA,BrkSide,Reg,139900,8496
1988,6,20,1,0,1,1055,1973,2006,542.0,5,0,455,12712,RL,CulDSac,RRAe,1Fam,1Story,Gable,CmentBd,TA,CBlock,TA,WD ,Gd,Sawyer,IR1,147000,5275
588,7,70,2,0,0,1710,1921,1950,480.0,9,11,12,10300,RM,Inside,RRAn,1Fam,2Story,Gable,Stucco,TA,BrkTil,Gd,WD ,TA,OldTown,IR1,140000,15390
1132,8,20,2,0,1,1634,2006,2006,866.0,7,44,0,11428,RL,Inside,Norm,1Fam,1Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,NridgHt,IR1,250000,11438
1304,8,80,2,1,3,2704,1972,1995,538.0,9,111,269,13860,RL,Inside,Norm,1Fam,SLvl,Gable,Wd Sdng,Gd,CBlock,Gd,WD ,Ex,NAmes,Reg,345000,24336
1211,7,120,2,0,0,1295,1986,1986,312.0,5,0,0,8239,RM,Inside,Norm,TwnhsE,1Story,Gable,Wd Sdng,Gd,CBlock,Gd,WD ,Gd,GrnHill,IR1,230000,6475
1606,7,60,2,1,1,1414,2002,2002,403.0,6,35,100,7750,RL,Inside,RRAn,1Fam,2Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,Gilbert,Reg,176000,8484
434,7,60,2,1,1,2327,2003,2003,596.0,9,57,0,10905,RL,CulDSac,Norm,1Fam,2Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,CollgCr,IR2,240000,20943
1412,7,20,2,0,1,1760,2003,2004,583.0,8,190,165,12878,RL,Corner,Norm,1Fam,1Story,Hip,VinylSd,Gd,PConc,Ex,WD ,Gd,NridgHt,IR1,269500,14080
296,6,30,1,0,0,720,1928,2003,484.0,5,0,106,8520,RM,Inside,Norm,1Fam,1Story,Gable,VinylSd,TA,BrkTil,Gd,WD ,TA,OldTown,Reg,105900,3600
1246,7,45,1,0,1,1108,1930,1950,280.0,6,0,0,7449,RM,Inside,Norm,1Fam,1.5Unf,Gable,Wd Sdng,TA,PConc,Ex,WD ,Gd,IDOTRR,Reg,139400,6648
1972,5,190,1,0,0,868,1971,1990,576.0,6,0,138,8425,RL,FR3,Feedr,2fmCon,1Story,Gable,HdBoard,TA,CBlock,Gd,WD ,TA,Sawyer,Reg,119900,5208
1827,6,80,2,1,1,1855,1976,1994,512.0,7,100,113,9600,RL,FR2,Feedr,1Fam,SLvl,Hip,Plywood,Gd,CBlock,Ex,WD ,TA,Veenker,Reg,187000,12985
477,5,160,1,1,0,1365,1971,1971,440.0,6,36,240,1920,RM,Inside,Norm,TwnhsE,2Story,Gable,HdBoard,TA,CBlock,Ex,WD ,TA,BrDale,Reg,122500,8190
369,8,60,2,1,1,1968,2009,2010,680.0,8,75,0,12003,RL,Corner,Norm,1Fam,2Story,Gable,VinylSd,Gd,PConc,Ex,New,Ex,Timber,Reg,269500,15744
1668,7,60,2,1,2,2110,1994,2002,463.0,8,130,0,8880,RL,Inside,Norm,1Fam,2Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,SawyerW,IR1,205000,16880
41,10,20,2,1,1,2076,2006,2006,850.0,7,229,216,13891,RL,Inside,Norm,1Fam,1Story,Gable,VinylSd,Ex,PConc,Ex,New,Ex,NridgHt,Reg,465000,14532
1328,4,50,2,0,0,1281,1925,1993,580.0,6,0,0,10284,RL,Corner,Norm,1Fam,1.5Fin,Gable,MetalSd,TA,CBlock,Ex,WD ,TA,OldTown,Reg,128500,7686
1794,4,50,1,0,0,1120,1948,1950,480.0,5,0,0,11792,RL,Inside,Norm,1Fam,1.5Fin,Gable,VinylSd,TA,CBlock,Ex,WD ,Fa,Edwards,Reg,64000,5600
950,5,160,1,1,1,1304,1976,1976,336.0,4,24,141,2665,RM,Inside,Norm,TwnhsE,2Story,Gable,CmentBd,TA,PConc,TA,WD ,TA,MeadowV,Reg,115000,5216
968,7,60,2,1,1,1661,1996,1996,550.0,6,61,158,10667,RL,CulDSac,PosN,1Fam,2Story,Gable,VinylSd,Gd,PConc,Ex,ConLw,Gd,CollgCr,IR2,212000,9966
1099,7,20,2,0,0,1240,2006,2006,826.0,5,93,140,8556,RL,Inside,Norm,1Fam,1Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,CollgCr,Reg,194000,6200
467,4,50,1,1,1,1760,1910,1950,648.0,7,0,120,10818,RL,Inside,Norm,1Fam,1.5Fin,Gable,VinylSd,TA,BrkTil,TA,COD,TA,OldTown,Reg,80000,12320
1278,7,60,2,1,1,1932,2003,2003,610.0,7,120,0,8749,RL,Inside,Norm,1Fam,2Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,CollgCr,Reg,213000,13524
1444,7,70,2,0,0,1690,1910,2008,624.0,5,0,0,7200,RL,Corner,Artery,1Fam,2Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,OldTown,Reg,156500,8450
895,7,60,2,1,0,1492,2006,2006,440.0,8,32,0,10237,RL,Inside,RRAn,1Fam,2Story,Gable,VinylSd,Gd,PConc,Ex,New,Gd,Gilbert,Reg,169985,11936
1938,7,20,2,0,0,1463,1998,1998,539.0,5,81,0,14753,RL,Inside,PosN,1Fam,1Story,Gable,VinylSd,TA,PConc,Ex,WD ,TA,CollgCr,IR2,207000,7315
666,5,20,1,1,2,1328,1959,1959,308.0,5,104,0,16905,RL,Inside,Norm,1Fam,1Story,Gable,VinylSd,TA,CBlock,Gd,WD ,TA,Timber,Reg,170000,6640
794,4,20,1,0,0,869,1948,1950,390.0,3,0,0,10122,RL,Inside,Norm,1Fam,1Story,Gable,MetalSd,TA,Slab,TA,WD ,TA,OldTown,Reg,89900,2607
1682,7,70,1,0,0,1135,1936,2007,576.0,6,0,256,7200,RL,Inside,Feedr,1Fam,2Story,Gable,Wd Sdng,Gd,PConc,Ex,WD ,Gd,SWISU,Reg,155000,6810
79,5,50,2,0,0,1601,1925,2003,0.0,6,0,0,7288,RM,Inside,Artery,1Fam,1.5Fin,Gable,VinylSd,Gd,BrkTil,Ex,WD ,TA,IDOTRR,Reg,129850,9606
930,5,20,1,0,0,1048,1956,1956,286.0,6,20,0,10152,RL,Inside,Norm,1Fam,1Story,Hip,MetalSd,TA,CBlock,TA,WD ,TA,NAmes,Reg,135000,6288
280,5,30,1,0,1,1167,1920,1950,495.0,6,0,0,8731,RL,Inside,Norm,1Fam,1Story,Gable,Stucco,TA,BrkTil,TA,WD ,TA,BrkSide,IR1,144000,7002
391,6,20,2,0,0,1097,1984,1985,480.0,6,0,0,9672,RL,Corner,Norm,1Fam,1Story,Hip,Plywood,TA,PConc,TA,WD ,TA,SawyerW,Reg,152000,6582
53,4,160,1,1,0,1092,1970,1970,0.0,5,26,200,1476,RM,Inside,Norm,Twnhs,2Story,Gable,CmentBd,TA,CBlock,Ex,WD ,TA,MeadowV,Reg,76000,5460
1542,8,60,2,1,1,2448,1994,2005,711.0,8,76,517,46589,RL,CulDSac,Norm,1Fam,2Story,Hip,VinylSd,Gd,PConc,Ex,WD ,Gd,NoRidge,IR2,402000,19584
552,8,20,2,0,0,1538,2005,2005,484.0,7,40,146,8847,RL,Inside,Norm,1Fam,1Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,Somerst,Reg,260000,10766
713,6,50,1,1,1,1672,1940,1989,240.0,6,11,0,6000,RM,Inside,Norm,1Fam,1.5Fin,Gable,Wd Sdng,TA,CBlock,Ex,WD ,Gd,BrkSide,Reg,164900,10032
337,4,190,1,0,1,1622,1961,1975,1356.0,7,0,439,32463,RL,Inside,Norm,2fmCon,1Story,Gable,MetalSd,TA,CBlock,Ex,WD ,TA,Mitchel,Reg,168000,11354
1936,5,20,1,0,1,1297,1954,1990,498.0,5,0,0,8532,RL,Inside,Norm,1Fam,1Story,Hip,Wd Sdng,TA,CBlock,Gd,WD ,TA,NAmes,Reg,153000,6485
1703,8,20,2,0,1,1836,2004,2005,862.0,7,185,125,11362,RL,Inside,Norm,1Fam,1Story,Gable,MetalSd,Gd,PConc,Ex,WD ,Gd,NridgHt,IR1,280000,12852
